slug,title,description,difficulty,categories,companyTags,externalPlatformUrl,solutionUrl
implement-stack-using-queues,Implement Stack using Queues,Design a stack using only the operations available on standard queues (FIFO).,Easy,"Stack, Queue, Design","Amazon, Microsoft",https://leetcode.com/problems/implement-stack-using-queues/,https://youtu.be/wWnUeY1XkQg
implement-stack-and-queue-using-deque,Implement Stack and Queue using Deque,Design a data structure that uses a double-ended queue (Deque) to implement both stack and queue operations.,Easy,Queue,"Google, Amazon",https://www.geeksforgeeks.org/dsa/implement-stack-queue-using-deque/,https://www.geeksforgeeks.org/dsa/implement-stack-queue-using-deque/
next-greater-element-i,Next Greater Element I,"For each element in the first array, find the first greater element to its right in the second array.",Easy,"Array, Stack, Monotonic Stack","Amazon, Google",https://leetcode.com/problems/next-greater-element-i/,https://algo.monster/liteproblems/496
evaluation-of-postfix-expression,Evaluation of Postfix Expression,Determine the value of an arithmetic expression written in postfix notation using a stack.,Medium,"Stack, String, Evaluation","Amazon, Microsoft",https://www.geeksforgeeks.org/minimize-cash-flow-among-given-set-friends-borrowed-money/,https://takeuforward.org/data-structure/evaluation-of-postfix-expression
implement-two-stacks-in-an-array,Implement two stacks in an array,Implement two stacks within a single array where they grow towards each other from opposite ends.,Medium,"Stack, Array, Design","Amazon, Microsoft",https://practice.geeksforgeeks.org/problems/implement-two-stacks-in-an-array/1,https://github.com/imsushant12/GFG-Solutions/blob/main/Implement_two_stacks_in_an_array.cpp
daily-temperatures,Daily Temperatures,Determine how many days one must wait until a warmer temperature occurs.,Medium,"Stack, Array, Monotonic Stack","Amazon, Microsoft",https://leetcode.com/problems/daily-temperatures/,https://algo.monster/liteproblems/739
minimum-cost-tree-from-leaf-values,Minimum Cost Tree From Leaf Values,"Given an array, construct a binary tree where each node is either a leaf (value from the array) or an internal node with a value equal to the product of the largest leaf values in its left and right subtrees, minimizing the sum of all non-leaf node values.",Hard,"Dynamic Programming, Tree, Greedy","Google, Amazon",https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/solutions/7067156/super-easy-explanation-beats-100-best-so-ss1x
online-stock-span,Online Stock Span,"Calculate the span of a stock's price for the current day, defined as the maximum number of consecutive days (starting from today and going backward) for which the stock price was less than or equal to the price on the current day.",Medium,"Stack, Array, Monotonic Stack","Amazon, Microsoft",https://leetcode.com/problems/online-stock-span/,https://algo.monster/liteproblems/901
rotten-oranges,Rotten Oranges,Determine the minimum time required for all fresh oranges to rot in a grid where rotten oranges infect adjacent fresh oranges in discrete time steps.,Medium,"Array, 2D-Array, BFS","Google, Amazon",https://leetcode.com/problems/rotting-oranges/,https://leetcode.com/problems/rotting-oranges/solutions/3166554/c-bfs-easiest-beginner-friendly-sol-on2-54gzi
sum-of-subarray-minimums,Sum of Subarray Minimums,Find the sum of minimums of all possible subarrays in a given array.,Hard,"Stack, Array, Dynamic Programming","Amazon, Google",https://leetcode.com/problems/sum-of-subarray-minimums/,https://youtu.be/bchIzTOW_Qg
evaluate-reverse-polish-notation,Evaluate Reverse Polish Notation,Evaluate an arithmetic expression given in Reverse Polish Notation.,Medium,"Stack, Array, String","Google, Amazon",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,https://leetcode.com/problems/evaluate-reverse-polish-notation/
remove-all-adjacent-duplicates-in-string-ii,Remove All Adjacent Duplicates in String II,Repeatedly remove groups of k adjacent and equal characters until no more removals can be made.,Medium,"Stack, String, Data Structure","Amazon, Google",https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,https://algo.monster/liteproblems/1209
flatten-nested-list-iterator,Flatten Nested List Iterator,Implement an iterator to flatten a nested list of integers.,Medium,"Stack, Design, Iterator","Google, Amazon",https://leetcode.com/problems/flatten-nested-list-iterator/,https://youtu.be/N8QehVXYSc0
maximum-of-minimum-for-every-window-size,Maximum of minimum for every window size,Find the maximum of the minimum values for all possible subarrays of a given array.,Hard,"Array, Sliding Window, Monotonic Stack","Amazon, Google",https://www.geeksforgeeks.org/problems/prerequisite-tasks/1,https://www.geeksforgeeks.org/problems/maximum-of-minimum-for-every-window-size3453/1
lru-cache,LRU Cache,An LRU Cache is a caching strategy that discards the least recently used data when the cache reaches its capacity limit.,Medium,"Design, Hash Table, Doubly Linked List","Google, Amazon",https://leetcode.com/problems/lru-cache/,https://algo.monster/liteproblems/146
the-celebrity-problem,The Celebrity Problem,"In a group of people, identify the celebrity who is known by everyone but knows no one.",Medium,"Array, Graph, Stack","Amazon, Microsoft",https://www.geeksforgeeks.org/problems/the-celebrity-problem/1,https://www.geeksforgeeks.org/problems/the-celebrity-problem/1
the-circular-tour-problem,The Circular Tour Problem,Find the starting petrol pump that allows a truck to complete a circular tour.,Medium,"Array, Greedy, Queue","Amazon, Microsoft",https://www.geeksforgeeks.org/problems/topological-sort/1,https://github.com/doocs/leetcode/blob/main/solution/0100-0199/0134.Gas%20Station/README_EN.md
diameter-of-binary-tree,Diameter of Binary Tree,Find the longest path between any two nodes in a binary tree.,Easy,"Tree, Depth-First Search, Binary Tree","Google, Amazon",https://leetcode.com/problems/diameter-of-binary-tree/,https://algo.monster/liteproblems/543
invert-binary-tree,Invert Binary Tree,Invert the binary tree by recursively swapping the left and right children of every node.,Easy,"Tree, Binary Tree, Recursion","Google, Amazon",https://www.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1,https://neetcode.io/solutions/invert-binary-tree
subtree-of-another-tree,Subtree of Another Tree,Check if one binary tree is a subtree of another binary tree.,Easy,"Binary Tree, Depth-First Search, Recursion","Google, Amazon",https://leetcode.com/problems/subtree-of-another-tree/,https://algo.monster/liteproblems/572
range-sum-of-bst,Range Sum of BST,"Find the sum of all node values in a BST that fall within a given range [L, R].",Medium,"Binary Search Tree, Depth-First Search, Tree","Amazon, Google",https://leetcode.com/problems/range-sum-of-bst/,https://algo.monster/liteproblems/938
symmetric-tree,Symmetric Tree,Determine if a given binary tree is a mirror image of itself.,Easy,"Tree, Depth-First Search, Breadth-First Search","Amazon, Google",https://leetcode.com/problems/symmetric-tree/,https://algo.monster/liteproblems/101
convert-sorted-array-to-binary-search-tree,Convert Sorted Array to Binary Search Tree,Convert a sorted array into a height-balanced binary search tree.,Easy,"Tree, Binary Search, Divide and Conquer","Google, Amazon",https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,https://algo.monster/liteproblems/108
merge-two-binary-trees,Merge Two Binary Trees,Merge two binary trees by summing the node values when they overlap.,Easy,"Tree, Binary Tree, Recursion","Google, Amazon",https://leetcode.com/problems/merge-two-binary-trees/,https://leetcode.com/problems/merge-two-binary-trees/solutions/7455338/tree-fusion-java-by-harshanandsah143-7mcx
maximum-depth-of-binary-tree,Maximum Depth of Binary Tree,Determine the longest path from the root node down to the farthest leaf node in a binary tree.,Easy,"Tree, Depth-First Search, Binary Tree","Google, Amazon",https://leetcode.com/problems/critical-connections-in-a-network,https://algo.monster/liteproblems/104
binary-tree-paths,Binary Tree Paths,Return all root-to-leaf paths in a binary tree as strings.,Easy,"Tree, Depth-First Search, Recursion","Google, Amazon",https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,https://leetcode.com/problems/binary-tree-paths/
same-tree,Same Tree,Determine if two binary trees are identical.,Easy,"Tree, Depth-First Search, Binary Tree","Google, Microsoft",https://leetcode.com/problems/same-tree/,https://algo.monster/liteproblems/100
lowest-common-ancestor-of-a-binary-search-tree,Lowest Common Ancestor of a Binary Search Tree,Find the lowest common ancestor of two given nodes in a Binary Search Tree.,Easy,"Tree, Binary Search Tree, DFS","Google, Amazon",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,https://youtu.be/97miiByezFg
path-sum,Path Sum,Determine if a root-to-leaf path in a binary tree sums to a given target value.,Easy,"Tree, Depth-First Search, Binary Tree","Google, Amazon",https://leetcode.com/problems/path-sum/,https://neetcode.io/solutions/path-sum
minimum-absolute-difference-in-bst,Minimum Absolute Difference in BST,Find the smallest difference between the values of any two nodes in a Binary Search Tree.,Easy,"Binary Search Tree, Tree, Traversal","Google, Microsoft",https://leetcode.com/problems/minimum-absolute-difference-in-bst/,https://algo.monster/liteproblems/530
sum-of-left-leaves,Sum of Left Leaves,Calculate the sum of all left leaf nodes in a given binary tree.,Easy,"Binary Tree, Tree Traversal, Recursion/DFS","Google, Amazon",https://leetcode.com/problems/sum-of-left-leaves/,https://leetcode.com/problems/sum-of-left-leaves/solutions/7472768/bfs-solution-beats-100-intuition-approac-9o5x
balanced-binary-tree,Balanced Binary Tree,A binary tree is balanced if the height difference between the left and right subtrees is no more than one for all nodes.,Easy,"Tree, Binary Tree, Depth-First Search","Google, Meta, and Amazon.",https://www.geeksforgeeks.org/problems/steps-by-knight5927/1,https://www.geeksforgeeks.org/problems/steps-by-knight5927/1
predecessor-and-successor,Predecessor and Successor,Find the immediate predecessor and successor of a given key in a Binary Search Tree.,Medium,"Binary Search Tree, Tree, Traversal","Amazon, Microsoft",https://leetcode.com/problems/as-far-from-land-as-possible,https://takeuforward.org/data-structure/inorder-successor-predecessor-in-bst
binary-tree-inorder-traversal,Binary Tree Inorder Traversal,"Traverse a binary tree by visiting the left subtree, the root node, and then the right subtree.",Easy,"Binary Tree, Tree Traversal, Recursion","Google, Amazon",https://leetcode.com/problems/number-of-operations-to-make-network-connected/,https://leetcode.com/problems/binary-tree-inorder-traversal/
check-whether-bst-contains-dead-end,Check whether BST contains Dead End,"Determine if a Binary Search Tree contains a dead end, which is a node whose value cannot be a part of any range [val-1, val+1] except for itself.",Medium,"Binary Search Tree, Recursion, Traversal","Google, Amazon",https://www.geeksforgeeks.org/dsa/check-whether-bst-contains-dead-end-not/,https://www.geeksforgeeks.org/dsa/check-whether-bst-contains-dead-end-not/
binary-search-tree-iterator,Binary Search Tree Iterator,Design an iterator for a Binary Search Tree that supports next() and hasNext() operations.,Medium,"Stack, Tree, Design","Amazon, Microsoft",https://leetcode.com/problems/binary-search-tree-iterator/,https://algo.monster/liteproblems/173
lowest-common-ancestor-of-a-binary-tree,Lowest Common Ancestor of a Binary Tree,Find the lowest node in a binary tree that has both given nodes as descendants.,Medium,"Tree, Depth-First Search, Binary Tree","Google, Amazon",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,https://algo.monster/liteproblems/236
unique-binary-search-trees-ii,Unique Binary Search Trees II,Generate all structurally unique Binary Search Trees (BSTs) that store values 1 to n.,Hard,"Dynamic Programming, Tree, Recursion","Amazon, Google",https://leetcode.com/problems/unique-binary-search-trees-ii/,https://leetcode.com/problems/unique-binary-search-trees-ii/
all-nodes-distance-k-in-binary-tree,All Nodes Distance K in Binary Tree,Find all nodes in a binary tree that are exactly distance K from a given target node.,Medium,"Tree, Depth-First Search, Breadth-First Search","Amazon, Google",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,https://algo.monster/liteproblems/863
validate-binary-search-tree,Validate Binary Search Tree,Determine if a given binary tree is a valid Binary Search Tree (BST).,Medium,"Tree, Binary Search Tree, Recursion","Google, Amazon",https://leetcode.com/problems/validate-binary-search-tree/,https://algo.monster/liteproblems/98
binary-tree-right-side-view,Binary Tree Right Side View,"Return the values of the nodes you can see from the right side of the binary tree, ordered from top to bottom.",Medium,"Tree, Breadth-First Search, Depth-First Search","Amazon, Google","https://www.geeksforgeeks.org/graph-coloring-applications/#:~:text=Graph%20coloring%20problem%20is%20to,are%20colored%20using%20same%20color.",https://www.youtube.com/watch?v=d4zLyf32e3I
binary-tree-level-order-traversal,Binary Tree Level Order Traversal,"Traverse a binary tree level by level, from left to right.",Medium,"Tree, Breadth-First Search, Binary Tree","Amazon, Google",https://leetcode.com/problems/binary-tree-level-order-traversal/,https://algo.monster/liteproblems/102
path-sum-iii,Path Sum III,Count the number of paths in a binary tree that sum up to a given target value.,Medium,"Binary Trees, Depth-First-Search","Google, Amazon",https://leetcode.com/problems/path-sum-iii/,https://algo.monster/liteproblems/437
construct-binary-tree-from-preorder-and-postorder-traversal,Construct Binary Tree from Preorder and Postorder Traversal,Build a binary tree given its preorder and postorder traversals.,Medium,"Tree, Binary Tree, Recursion","Amazon, Facebook (Meta)",https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/
unique-binary-search-trees,Unique Binary Search Trees,Determine the number of structurally unique Binary Search Trees (BSTs) that can be constructed with n nodes having values from 1 to n.,Medium,"Dynamic Programming, Tree, Binary Search Tree","Amazon, Microsoft",https://leetcode.com/problems/unique-binary-search-trees,https://www.youtube.com/watch?v=Ox0TenN3Zpg
recover-binary-search-tree,Recover Binary Search Tree,Correct two nodes that were mistakenly swapped in a Binary Search Tree.,Hard,"Tree, Binary Search Tree, Inorder Traversal","Intervue, InterviewBit",https://leetcode.com/problems/recover-binary-search-tree/,https://algo.monster/liteproblems/99
populating-next-right-pointers-in-each-node,Populating Next Right Pointers in Each Node,"Connect all the next right pointers in a perfect binary tree, where all leaves are on the same level.",Medium,"Tree, Breadth-First Search, Linked List","Amazon, Microsoft",https://leetcode.com/problems/populating-next-right-pointers-in-each-node/,https://algo.monster/liteproblems/116
flatten-binary-tree-to-linked-list,Flatten Binary Tree to Linked List,"Given the root of a binary tree, flatten the tree into a linked list where the right child pointer points to the next node and the left child pointer is null.",Medium,"Binary Tree, Linked List, Recursion","Amazon, Microsoft",https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/solutions/6102240/0-ms-runtime-beats-100-user-code-idea-al-g8oc
maximum-width-of-binary-tree,Maximum Width of Binary Tree,Find the maximum width among all levels of a binary tree.,Medium,"Tree, Breadth-First Search (BFS)","Dropbox, Amazon",https://leetcode.com/problems/maximum-width-of-binary-tree/,https://algo.monster/liteproblems/662
min-distance-between-two-given-nodes-of-a-binary-tree,Min distance between two given nodes of a Binary Tree,Find the shortest path length between two specified nodes in a binary tree.,Medium,"Tree, Binary Tree, Depth-First Search","Google, Amazon",https://www.geeksforgeeks.org/problems/cutted-segments1642/1,https://www.geeksforgeeks.org/problems/min-distance-between-two-given-nodes-of-a-binary-tree/1
kth-smallest-element-in-a-bst,Kth Smallest Element in a BST,Find the $k$-th smallest value in a Binary Search Tree.,Medium,"Binary Search Tree, Tree, Inorder Traversal","Google, Amazon",https://leetcode.com/problems/kth-smallest-element-in-a-bst/,https://algo.monster/liteproblems/230
binary-tree-zigzag-level-order-traversal,Binary Tree Zigzag Level Order Traversal,"Traverse the binary tree level by level, alternating the direction of traversal (left-to-right then right-to-left) for each level.",Medium,"Tree, Breadth-First Search, Binary Tree","Google, Amazon",https://leetcode.com/problems/climbing-stairs,https://algo.monster/liteproblems/103
count-bst-nodes-that-lie-in-a-given-range,Count BST Nodes That Lie In a Given Range,Count the number of nodes in a Binary Search Tree (BST) whose values fall inclusively within a specified range.,Medium,"Binary Search Tree, Tree, Traversal","Amazon, Microsoft",https://leetcode.com/problems/remove-boxes,https://www.geeksforgeeks.org/problems/count-bst-nodes-that-lie-in-a-given-range/1
preorder-to-postorder,Preorder To Postorder,Convert a given preorder traversal of a binary tree to its postorder traversal.,Medium,"Binary Tree, Traversal, Data Structure","Microsoft, Amazon",https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/solutions/161268/cjavapython-one-pass-real-on-by-lee215-clwi
binary-tree-to-dll,Binary Tree To DLL,Convert a Binary Tree into a sorted Doubly Linked List using the inorder traversal order.,Medium,"Binary Tree, Linked List, Traversal","Microsoft, Amazon",https://www.geeksforgeeks.org/problems/binary-tree-to-dll/1,https://www.geeksforgeeks.org/problems/binary-tree-to-dll/1
binary-tree-maximum-path-sum,Binary Tree Maximum Path Sum,Find the maximum sum path from any node to any node in a binary tree.,Hard,"Tree, Depth-First Search, Dynamic Programming","Google, Amazon",https://leetcode.com/problems/binary-tree-maximum-path-sum/,https://algo.monster/liteproblems/124
sum-of-distances-in-tree,Sum of Distances in Tree,Calculate the sum of distances from every node to all other nodes in a given undirected connected tree.,Hard,"Tree, DFS, Dynamic Programming","Google, Amazon",https://leetcode.com/problems/sum-of-distances-in-tree/,https://leetcode.com/problems/sum-of-distances-in-tree/solutions/5083475/full-detailed-explanation-with-images-by-r4sf
binary-tree-cameras,Binary Tree Cameras,"Find the minimum number of cameras required to monitor all nodes in a binary tree, where a camera on a node monitors itself, its parent, and its immediate children.",Hard,"Tree, Dynamic Programming, Greedy","Google, Amazon",https://leetcode.com/problems/cheapest-flights-within-k-stops,https://leetcode.com/problems/binary-tree-cameras/
vertical-order-traversal-of-a-binary-tree,Vertical Order Traversal of a Binary Tree,"Group nodes by their vertical column positions, ordered from left to right, and from top to bottom within each column.",Hard,"Binary Tree, Breadth-First Search, Hash Map",Amazon,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/solutions/7018292/beats-9953-easy-explanation-and-code-usi-4it9
print-all-k-sum-paths-in-a-binary-tree,Print all K-Sum Paths in a Binary Tree,Find all paths in a binary tree where the sum of the nodes equals a given value K.,Medium,"Tree, Depth-First Search, Recursion","Microsoft, Amazon",https://www.geeksforgeeks.org/javascript/count-all-k-sum-paths-in-a-binary-tree-using-javascript/,https://www.geeksforgeeks.org/javascript/count-all-k-sum-paths-in-a-binary-tree-using-javascript/
serialize-and-deserialize-binary-tree,Serialize and Deserialize Binary Tree,"Convert a binary tree into a string for storage or transmission, and then reconstruct the original tree from that string.",Hard,"Binary Tree, Data Structure, DFS/BFS","Google, Amazon",https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,https://algo.monster/liteproblems/297
median-of-bst,Median of BST,Find the median value of all nodes in a Binary Search Tree.,Medium,"Binary Search Tree, Tree Traversal, Array","Google, Amazon",https://www.geeksforgeeks.org/dsa/find-median-bst-time-o1-space/,https://www.geeksforgeeks.org/dsa/find-median-bst-time-o1-space/
largest-bst,Largest BST,Find the subtree with the maximum number of nodes that is also a valid Binary Search Tree (BST).,Medium,"Tree, Binary Search Tree, Recursion","Google, Amazon",https://www.geeksforgeeks.org/problems/largest-bst/1,https://www.geeksforgeeks.org/problems/largest-bst/1
construct-binary-search-tree-from-preorder-traversal,Construct Binary Search Tree from Preorder Traversal,Construct a Binary Search Tree (BST) from a given preorder traversal array.,Medium,"Tree, Binary Search Tree, Recursion","Amazon, Microsoft",https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,https://www.geeksforgeeks.org/dsa/construct-bst-from-given-preorder-traversa/
bfs-of-graph,BFS of graph,Breadth-First Search (BFS) is an algorithm for traversing or searching tree or graph data structures.,Medium,"Graph, Breadth-First Search, Queue","Google, Amazon",https://leetcode.com/problems/longest-increasing-subsequence,https://youtu.be/ggKAoRvtRco
dfs-of-graph,DFS of Graph,Depth First Search (DFS) is an algorithm for traversing or searching tree or graph data structures.,Medium,"Graph, DFS, Traversal","Google, Amazon",https://www.geeksforgeeks.org/problems/subset-sum-problem2014/1,https://www.geeksforgeeks.org/problems/subset-sum-problem2014/1
number-of-islands,Number of Islands,Find the number of isolated groups of 1s in a 2D binary grid.,Medium,"Graph, BFS, DFS","Google, Amazon",https://leetcode.com/problems/number-of-islands/,https://youtu.be/HpinqiqiXUQ
flood-fill,Flood Fill,Recursively replace the color of a starting pixel and all adjacent pixels of the same color with a new color.,Medium,"Graph, Depth-First Search, Breadth-First Search","Amazon, Microsoft",https://leetcode.com/problems/flood-fill/,https://leetcode.com/problems/flood-fill/solutions/6741421/master-flood-fill-with-simple-dfs-on-and-erok
rat-in-a-maze-problem-i,Rat in a Maze Problem - I,"Find all possible paths for a rat to travel from a starting cell (0, 0) to a destination cell (N-1, N-1) in a given N*N matrix, moving only in allowed directions (U, D, L, R).",Medium,"Backtracking, DFS, Matrix","Amazon, Microsoft",https://leetcode.com/problems/minimum-path-sum,https://takeuforward.org/data-structure/rat-in-a-maze
cycle-in-undirected-graph,Cycle in Undirected Graph,Determine if there is a cycle present in the given undirected graph.,Medium,"Graph, Depth-First Search, Algorithms","Goldman Sachs, Amazon",https://www.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1,https://www.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1
detect-cycle-in-a-directed-graph,Detect cycle in a directed graph,Determine if a cycle exists within a directed graph.,Medium,"Graph, Depth First Search, Topological Sort","Google, Microsoft",https://www.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1,https://www.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1
steps-by-knight,Steps by Knight,Find the minimum number of steps a knight needs to reach a target position on a chessboard.,Medium,"Graph, Breadth-First Search, Matrix","Amazon, Microsoft",https://leetcode.com/problems/maximum-length-of-repeated-subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray/solutions/1324248/cpython-dp-kmp-hashing-solutions-clean-c-zf2p
decode-string,Decode String,"Given an encoded string with the rule $k$[encoded_string] (where the encoded string is repeated $k$ times), return its decoded string.",Medium,"String, Stack, Recursion","Amazon, Google",https://leetcode.com/problems/decode-string/,https://algo.monster/liteproblems/394
shortest-bridge,Shortest Bridge,Find the minimum number of 0s (water cells) that must be flipped to 1s (land cells) to connect two separate islands (groups of 1s).,Medium,"Graph, BFS, Matrix","Microsoft, Google",https://leetcode.com/problems/shortest-bridge/,https://algo.monster/liteproblems/934
number-of-operations-to-make-network-connected,Number of Operations to Make Network Connected,Determine the minimum number of cable moves needed to connect all computers in a network.,Medium,"Graph, Breadth-First Search, Depth-First Search","Google, Microsoft",https://leetcode.com/problems/number-of-operations-to-make-network-connected/,https://algo.monster/liteproblems/1319
find-eventual-safe-states,Find Eventual Safe States,Find all nodes in a directed graph that are part of an eventual safe state.,Medium,"Graph, DFS, BFS","Google, Amazon",https://leetcode.com/problems/find-eventual-safe-states/,https://algo.monster/liteproblems/802
strongly-connected-components-kosarajus-algo,Strongly Connected Components (Kosaraju's Algo),Kosaraju's Algorithm finds the strongly connected components in a directed graph.,Hard,"Graph, Depth-First Search, Algorithms","Google, Amazon",https://leetcode.com/discuss/interview-question/1292774/strongly-connected-components-kosarajus-algorithm-template/,https://takeuforward.org/graph/strongly-connected-components-kosarajus-algorithm-g-54
find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Find the city connected to the fewest other cities within a given distance threshold.,Hard,"Graph, Shortest Path, Floyd-Warshall","Microsoft, Amazon",https://leetcode.com/problems/lru-cache,https://youtu.be/XM0eVHfKyF4
time-needed-to-inform-all-employees,Time Needed to Inform All Employees,Calculate the minimum time required for the head of a company to inform all employees about urgent news in an organizational hierarchy.,Medium,"Tree, Depth-First Search, Graph","Amazon, Google",https://leetcode.com/problems/time-needed-to-inform-all-employees/,https://algo.monster/liteproblems/1376
graph-coloring,Graph Coloring,Determine the minimum number of colors needed to color a graph's vertices so that no two adjacent vertices share the same color.,Hard,"Graph, Backtracking, Depth-First Search","Amazon, Microsoft",https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/solutions/4575287/java-c-python-javascript-o1-really-fast-hqzy1
as-far-from-land-as-possible,As Far from Land as Possible,Find the maximum distance from a water cell to the nearest land cell in a given grid.,Medium,"Graph, Breadth-First Search, Matrix","Google, Amazon",https://leetcode.com/problems/as-far-from-land-as-possible/,https://leetcode.com/problems/as-far-from-land-as-possible/solutions/3166138/day-41-c-bfs-easiest-beginner-friendly-a-z1ms
most-stones-removed-with-same-row-or-column,Most Stones Removed with Same Row or Column,"Find the maximum number of stones that can be removed from a 2D plane, where a stone can be removed if it shares a row or column with an unremoved stone.",Medium,"Graph, Union-Find, Depth-First Search","Google, Amazon",https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/solutions/7491097/95-faster-java-dfs-and-dsuunion-find-wit-82kk
prerequisite-task,Prerequisite Task,Determine if all tasks can be completed given a list of prerequisites.,Medium,"Graph, Topological Sort, Depth-First Search (DFS)","Google, Amazon",https://leetcode.com/problems/range-sum-query-mutable,https://songhayoung.github.io/2022/05/26/PS/GeeksforGeeks/prerequisite-tasks/
all-pairs-shortest-path-problem,All-pairs shortest path problem,Find the shortest path between every pair of vertices in a weighted graph.,Hard,"Graph, Dynamic Programming, Shortest Path","Amazon, Microsoft",https://www.geeksforgeeks.org/dsa/shortest-path-algorithms-a-complete-guide/,https://www.geeksforgeeks.org/dsa/shortest-path-algorithms-a-complete-guide/
evaluate-division,Evaluate Division,Evaluate a set of given division equations to determine the value of new division queries.,Medium,"Graph, Depth-First Search, Breadth-First Search","Google, Amazon",https://leetcode.com/problems/evaluate-division/,https://algo.monster/liteproblems/399
snakes-and-ladders,Snakes and Ladders,Find the minimum number of dice rolls required to reach the final square on a Snakes and Ladders board.,Medium,"Breadth-First Search, Graph, Queue","Amazon, Microsoft",https://leetcode.com/problems/snakes-and-ladders/,https://algo.monster/liteproblems/909
topological-sorting,Topological Sorting,"A linear ordering of vertices in a directed acyclic graph (DAG) such that for every directed edge from vertex u to vertex v, vertex u comes before vertex v in the ordering.",Easy,"Graph, Graph Theory, Algorithm","Google, Microsoft",https://leetcode.com/problems/sum-of-left-leaves,https://www.geeksforgeeks.org/problems/topological-sort/1
cheapest-flights-within-k-stops,Cheapest Flights Within K Stops,Find the minimum cost to travel from a source city to a destination city with at most K stops.,Medium,"Dynamic Programming, Graph, Shortest Path","Amazon, Google",https://leetcode.com/problems/cheapest-flights-within-k-stops/,https://algo.monster/liteproblems/787
detect-a-negative-cycle-in-a-graph-bellman-ford,Detect a negative cycle in a Graph | (Bellman Ford),Determine if a graph contains a cycle where the sum of edge weights is negative using the Bellman-Ford algorithm.,Hard,"Graph, Bellman-Ford, Shortest Path",No Data,https://www.geeksforgeeks.org/dsa/detect-negative-cycle-graph-bellman-ford/,https://www.geeksforgeeks.org/dsa/detect-negative-cycle-graph-bellman-ford/
bipartite-graph,Bipartite Graph,"A bipartite graph is a graph whose vertices can be divided into two disjoint and independent sets, such that every edge connects a vertex in one set to one in the other set (i.e., it is 2-colorable).",Medium,"Graph, Breadth-First Search (BFS), Depth-First Search (DFS)","Google, Amazon",https://leetcode.com/problems/is-graph-bipartite/,https://algo.monster/liteproblems/785
longest-increasing-path-in-a-matrix,Longest Increasing Path in a Matrix,Find the length of the longest path in a matrix such that all elements along the path are strictly increasing.,Hard,"Dynamic Programming, Depth-First Search, Matrix",Oracle,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,https://algo.monster/liteproblems/329
making-a-large-island,Making A Large Island,Find the maximum island size achievable by changing at most one water cell (0) to land (1) in a binary grid.,Hard,"Depth-First Search, Breadth-First Search, Matrix","Microsoft, Amazon",https://leetcode.com/problems/making-a-large-island/,https://algo.monster/liteproblems/827
remove-boxes,Remove Boxes,"Given several boxes with colored labels, find the maximum points you can get by removing K consecutive boxes of the same color.",Hard,"Dynamic Programming, Recursion, Array","Google, Amazon",https://leetcode.com/problems/remove-boxes/,https://leetcode.com/problems/remove-boxes/solutions/1402561/cjavapython-top-down-dp-clear-explanatio-0fxk
alien-dictionary,Alien Dictionary,"Given a lexicographically sorted list of words from a new language, determine the valid order of letters in that language.",Hard,"Graph, Topological Sort, String","Google, Microsoft",https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,https://neetcode.io/solutions/alien-dictionary
