slug,title,description,difficulty,categories,companyTags,externalPlatformUrl,solutionUrl
alien-dictionary,Alien Dictionary,Determine the order of letters in an alien alphabet given a lexicographically sorted list of words.,"Graph, Topological Sort, String","Graph, Topological Sort, String","Google, Uber",https://leetcode.com/problems/alien-dictionary,https://neetcode.io/problems/alien-dictionary/solution
climbing-stairs,Climbing Stairs,"Find the total number of distinct ways to climb an n-step staircase, where you can climb either 1 or 2 steps at a time.","Dynamic Programming, Recursion, Fibonacci Sequence","Dynamic Programming, Recursion, Fibonacci Sequence","Google, Amazon",https://leetcode.com/problems/climbing-stairs,https://neetcode.io/problems/climbing-stairs/solution
min-cost-climbing-stairs,Min Cost Climbing Stairs,"Find the minimum cost to reach the top of the floor, starting from either the first or second step, given an array of costs where cost[i] is the cost to step on step i.","Dynamic Programming, Array","Dynamic Programming, Array","Microsoft, Facebook",https://leetcode.com/problems/min-cost-climbing-stairs,https://neetcode.io/problems/min-cost-climbing-stairs/solution
house-robber,House Robber,Determine the maximum amount of money you can rob from houses in a street without robbing two adjacent houses.,"Dynamic Programming, Arrays, Algorithms","Dynamic Programming, Arrays, Algorithms","Microsoft, Amazon",https://leetcode.com/problems/house-robber,https://neetcode.io/problems/house-robber/solution
house-robber-ii,House Robber II,You are a professional robber planning to rob houses along a street where all houses are arranged in a circle.,"Dynamic Programming, Arrays, Optimization","Dynamic Programming, Arrays, Optimization","Amazon, Google",https://leetcode.com/problems/house-robber-ii,https://neetcode.io/problems/house-robber-ii/solution
longest-palindromic-substring,Longest Palindromic Substring,Find the longest substring which is a palindrome within a given string.,"Dynamic Programming, String, Two Pointers","Dynamic Programming, String, Two Pointers","Google, Amazon",https://leetcode.com/problems/longest-palindromic-substring,https://neetcode.io/problems/longest-palindromic-substring/solution
palindromic-substrings,Palindromic Substrings,Find the number of palindromic substrings within a given string.,"Dynamic Programming, String, Two Pointers","Dynamic Programming, String, Two Pointers","Facebook, Amazon",https://leetcode.com/problems/palindromic-substrings,https://neetcode.io/problems/palindromic-substrings/solution
decode-ways,Decode Ways,Determine the total number of ways a string of digits can be decoded into letters using the mapping '1'->'A' through '26'->'Z'.,"Dynamic Programming, String, Memoization","Dynamic Programming, String, Memoization","Google, Amazon",https://leetcode.com/problems/decode-ways,https://neetcode.io/problems/decode-ways/solution
coin-change,Coin Change,Find the fewest number of coins needed to make up a given amount.,"Dynamic Programming, Breadth-First Search, Array","Dynamic Programming, Breadth-First Search, Array","Amazon, Google",https://leetcode.com/problems/coin-change,https://neetcode.io/problems/coin-change/solution
maximum-product-subarray,Maximum Product Subarray,Find the subarray within a given array of integers that has the largest product.,"Dynamic Programming, Array","Dynamic Programming, Array","Google, Amazon",https://leetcode.com/problems/maximum-product-subarray,https://neetcode.io/problems/maximum-product-subarray/solution
word-break,Word Break,Determine if a string can be segmented into a space-separated sequence of one or more dictionary words.,"Dynamic Programming, Memoization, String","Dynamic Programming, String, Memoization","Facebook, Amazon",https://leetcode.com/problems/word-break,https://neetcode.io/problems/word-break/solution
longest-increasing-subsequence,Longest Increasing Subsequence,Find the length of the longest subsequence of a given array such that all elements of the subsequence are sorted in strictly increasing order.,"Dynamic Programming, Arrays, Algorithms","Dynamic Programming, Arrays, Algorithms","Google, Microsoft",https://leetcode.com/problems/longest-increasing-subsequence,https://neetcode.io/problems/longest-increasing-subsequence/solution
partition-equal-subset-sum,Partition Equal Subset Sum,Determine if an array of integers can be partitioned into two subsets with equal sums.,"Dynamic Programming, Array, Subset Sum","Dynamic Programming, Array, Subset Sum","Facebook, Microsoft",https://leetcode.com/problems/partition-equal-subset-sum,https://neetcode.io/problems/partition-equal-subset-sum/solution
unique-paths,Unique Paths,"Find the number of unique paths a robot can take to reach the bottom-right corner of an m x n grid, moving only down or right.","Dynamic Programming, Array, Math","Dynamic Programming, Array, Math","Amazon, Google",https://leetcode.com/problems/unique-paths,https://neetcode.io/problems/unique-paths/solution
longest-common-subsequence,Longest Common Subsequence,Find the length of the longest subsequence common to two strings.,"Dynamic Programming, String, Sequence","Dynamic Programming, String, Sequence","Google, Amazon",https://leetcode.com/problems/longest-common-subsequence,https://neetcode.io/problems/longest-common-subsequence/solution
best-time-to-buy-and-sell-stock-with-cooldown,Best Time to Buy and Sell Stock with Cooldown,"Calculate the maximum profit you can achieve with an array of stock prices, with the restriction that after you sell, you must wait one day before buying again (cooldown).","Dynamic Programming, Greedy","Dynamic Programming, Greedy","Google, Amazon",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,https://neetcode.io/problems/best-time-to-buy-and-sell-stock-with-cooldown/solution
coin-change-ii,Coin Change II,Find the number of combinations of coins that sum up to a given amount.,"Dynamic Programming, Array","Dynamic Programming, Array","Amazon, Google",https://leetcode.com/problems/coin-change-ii,https://neetcode.io/problems/coin-change-ii/solution
target-sum,Target Sum,Find the number of ways to assign '+' or '-' signs to each integer in an array such that the sum of the resulting expression equals a given target.,"Dynamic Programming, Array, Backtracking","Dynamic Programming, Array, Backtracking","Amazon, Google",https://leetcode.com/problems/target-sum,https://neetcode.io/problems/target-sum/solution
interleaving-string,Interleaving String,Determine if a third string is formed by the interleaving of two other strings.,"Dynamic Programming, String","Dynamic Programming, String","Microsoft, Amazon",https://leetcode.com/problems/interleaving-string,https://neetcode.io/problems/interleaving-string/solution
longest-increasing-path-in-a-matrix,Longest Increasing Path in a Matrix,Find the length of the longest path in a matrix where each subsequent cell has a strictly greater value than the current cell.,"Dynamic Programming, Depth-First Search, Matrix","Dynamic Programming, Depth-First Search, Matrix","Google, Amazon",https://leetcode.com/problems/longest-increasing-path-in-a-matrix,https://neetcode.io/problems/longest-increasing-path-in-a-matrix/solution
distinct-subsequences,Distinct Subsequences,Count the number of distinct subsequences of string S that equal string T.,"Dynamic Programming, String, Subsequences","Dynamic Programming, String, Subsequences","Google, Amazon",https://leetcode.com/problems/distinct-subsequences,https://neetcode.io/problems/distinct-subsequences/solution
edit-distance,Edit Distance,Find the minimum number of operations required to transform one word into another.,"Dynamic Programming, String/Text Processing","Dynamic Programming, String/Text Processing","Google, Amazon",https://leetcode.com/problems/edit-distance,https://neetcode.io/problems/edit-distance/solution
burst-balloons,Burst Balloons,"Calculate the maximum coins obtainable by strategically bursting all balloons in a given array, where bursting balloon i yields coins equal to the product of its adjacent values and itself.","Dynamic Programming, Arrays, Optimization","Dynamic Programming, Arrays, Optimization","Google, Amazon",https://leetcode.com/problems/burst-balloons,https://neetcode.io/problems/burst-balloons/solution
regular-expression-matching,Regular Expression Matching,Implement regular expression matching with support for '.' and '*'.,"Dynamic Programming, String, Recursion","Dynamic Programming, String, Recursion","Google, Facebook",https://leetcode.com/problems/regular-expression-matching,https://neetcode.io/problems/regular-expression-matching/solution
maximum-subarray,Maximum Subarray,Find the contiguous subarray within an array that has the largest sum.,"Dynamic Programming, Arrays, Kadane's Algorithm","Dynamic Programming, Arrays, Algorithms","Google, Amazon",https://leetcode.com/problems/maximum-subarray,https://neetcode.io/problems/maximum-subarray/solution
jump-game,Jump Game,Determine if you can reach the last index of an array given jump lengths at each position.,"Array, Dynamic Programming, Greedy","Array, Dynamic Programming, Greedy","Google, Amazon",https://leetcode.com/problems/jump-game,https://neetcode.io/problems/jump-game/solution
jump-game-ii,Jump Game II,Find the minimum number of jumps required to reach the last index of the array starting from the first index.,"Dynamic Programming, Greedy, Arrays","Dynamic Programming, Greedy, Arrays","Amazon, Google",https://leetcode.com/problems/jump-game-ii,https://neetcode.io/problems/jump-game-ii/solution
hand-of-straights,Hand of Straights,"Determine if you can arrange all cards in the hand into groups of size groupSize, where each group forms a consecutive sequence.","Array, Greedy, Sorting","Array, Greedy, Sorting","Amazon, Bloomberg",https://leetcode.com/problems/hand-of-straights,https://neetcode.io/problems/hand-of-straights/solution
gas-station,Gas Station,Determine if there is a starting gas station that allows you to complete a full circular route.,"Greedy, Arrays, Optimization","Greedy, Arrays, Optimization",Bloomberg,https://leetcode.com/problems/gas-station,https://neetcode.io/problems/gas-station/solution
merge-triplets-to-form-target-triplet,Merge Triplets to Form Target Triplet,Determine if a target triplet can be formed by merging elements from a list of available triplets.,"Greedy, Arrays, Matrix","Greedy, Arrays, Matrix","Amazon, Google",https://leetcode.com/problems/merge-triplets-to-form-target-triplet,https://neetcode.io/problems/merge-triplets-to-form-target-triplet/solution
partition-labels,Partition Labels,"Given a string, partition it so that each letter appears in at most one part, and return the sizes of the parts.","Greedy, Hash Table, Two Pointers","Greedy, Hash Table, Two Pointers","Google, Amazon",https://leetcode.com/problems/partition-labels,https://neetcode.io/problems/partition-labels/solution
valid-parenthesis-string,Valid Parenthesis String,Determine if a string containing parentheses and asterisks is valid based on specific rules.,"String, Stack, Greedy","String, Stack, Greedy","Google, Amazon",https://leetcode.com/problems/valid-parenthesis-string,https://neetcode.io/problems/valid-parenthesis-string/solution
meeting-rooms-ii,Meeting Rooms II,Find the minimum number of conference rooms required to schedule all given meetings without any conflicts.,"Greedy, Sorting, Intervals","Greedy, Sorting, Intervals","Google, Facebook",https://leetcode.com/problems/meeting-rooms-ii,https://neetcode.io/problems/meeting-rooms-ii/solution
insert-interval,Insert Interval,"Insert a new interval into a list of non-overlapping intervals, merging if necessary.","Arrays, Sorting, Intervals","Arrays, Sorting, Intervals","Google, Amazon",https://leetcode.com/problems/insert-interval,https://neetcode.io/problems/insert-interval/solution
merge-intervals,Merge Intervals,Merge overlapping intervals in a given list.,"Arrays, Sorting, Intervals","Arrays, Sorting, Intervals","Google, Amazon",https://leetcode.com/problems/merge-intervals,https://neetcode.io/problems/merge-intervals/solution
non-overlapping-intervals,Non-overlapping Intervals,Return the minimum number of intervals to remove so the rest are non-overlapping.,"Greedy, Arrays, Sorting","Greedy, Arrays, Sorting","Google, Amazon",https://leetcode.com/problems/non-overlapping-intervals,https://neetcode.io/problems/non-overlapping-intervals/solution
meeting-rooms,Meeting Rooms,Determine if a person can attend all given meetings without any time conflicts.,"Array, Sorting, Interval","Array, Sorting, Interval","Google, Facebook",https://leetcode.com/problems/meeting-rooms,https://neetcode.io/problems/meeting-rooms/solution
minimum-interval-to-include-each-query,Minimum Interval to Include Each Query,Find the smallest interval that contains each given query point.,"Heaps, Intervals, Sorting","Heaps, Intervals, Sorting","Google, Amazon",https://leetcode.com/problems/minimum-interval-to-include-each-query,https://neetcode.io/problems/minimum-interval-to-include-each-query/solution
rotate-image,Rotate Image,Rotate an n x n 2D matrix representing an image by 90 degrees clockwise in-place.,"Arrays, Matrix, In-place algorithm","Arrays, Matrix, In-place algorithm","Microsoft, Amazon",https://leetcode.com/problems/rotate-image,https://neetcode.io/problems/rotate-image/solution
spiral-matrix,Spiral Matrix,"Given an m x n matrix, return all elements of the matrix in spiral order.","Array, Matrix, Simulation","Array, Matrix, Simulation","Amazon, Microsoft",https://leetcode.com/problems/spiral-matrix,https://neetcode.io/problems/spiral-matrix/solution
set-matrix-zeroes,Set Matrix Zeroes,"If an element in a matrix is 0, set its entire row and column to 0.","Arrays, Matrices, In-Place Operations","Arrays, Matrices, In-Place Operations","Amazon, Microsoft",https://leetcode.com/problems/set-matrix-zeroes,https://neetcode.io/problems/set-matrix-zeroes/solution
happy-number,Happy Number,"Determine if a number is happy, meaning repeated squaring and summing of its digits eventually equals 1.","Math, Hash Table, Cycle Detection (or Two Pointers)","Math, Hash Table, Cycle Detection","Amazon, Microsoft",https://leetcode.com/problems/happy-number,https://neetcode.io/problems/happy-number/solution
plus-one,Plus One,"Given a large integer represented as an array of digits, increment the integer by one and return the resulting array of digits.","Array, Math, Simulation","Array, Math, Simulation","Amazon, Microsoft",https://leetcode.com/problems/plus-one,https://neetcode.io/problems/plus-one/solution
powx-n,"Pow(x, n)",Calculate x raised to the power of n (x^n).,"Math, Recursion, Binary Search","Math, Recursion, Binary Search","Microsoft, Amazon",https://leetcode.com/problems/powx-n,https://neetcode.io/problems/powx-n/solution
multiply-strings,Multiply Strings,Multiply two non-negative integers represented as strings.,"Math, String, Simulation","Math, String, Simulation","Amazon, Google",https://leetcode.com/problems/multiply-strings,https://neetcode.io/problems/multiply-strings/solution
detect-squares,Detect Squares,Design a data structure that allows adding points and counting the number of ways to form an axis-aligned square with a given point as one vertex.,"Design, Hash Table, Geometry","Design, Hash Table, Geometry","Google, Amazon",https://leetcode.com/problems/detect-squares,https://neetcode.io/problems/detect-squares/solution
single-number,Single Number,Find the element that appears only once in an array where every other element appears twice.,"Arrays, Bit Manipulation, Hash Table","Arrays, Bit Manipulation, Hash Table","Google, Amazon",https://leetcode.com/problems/single-number,https://neetcode.io/problems/single-number/solution
number-of-1-bits,Number of 1 Bits,Count the number of set bits (1s) in the binary representation of an unsigned integer.,"Bit Manipulation, Algorithms, Data Structures","Bit Manipulation, Algorithms, Data Structures",Google,https://leetcode.com/problems/number-of-1-bits,https://neetcode.io/problems/number-of-1-bits/solution
counting-bits,Counting Bits,"Given an integer n, return an array of length n + 1 where each element is the number of 1's in the binary representation of that index.",Something went wrong. Try again.,"Dynamic Programming, Bit Manipulation, Array","Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/counting-bits,https://neetcode.io/problems/counting-bits/solution
reverse-bits,Reverse Bits,Reverse the bits of a given 32-bit unsigned integer.,"Bit Manipulation, Divide and Conquer","Bit Manipulation, Divide and Conquer","Microsoft, Amazon",https://leetcode.com/problems/reverse-bits,https://algo.monster/liteproblems/190
missing-number,Missing Number,Find the single number missing from an array containing $n$ distinct numbers taken from $0$ to $n$.,"Arrays, Bit Manipulation, Math","Arrays, Bit Manipulation, Math","Amazon, Google",https://leetcode.com/problems/missing-number,https://neetcode.io/solutions/missing-number
sum-of-two-integers,Sum of Two Integers,Calculate the sum of two integers without using the addition or subtraction operators.,"Bit Manipulation, Math","Bit Manipulation, Math","Amazon, Microsoft",https://leetcode.com/problems/sum-of-two-integers,https://algo.monster/liteproblems/371
reverse-integer,Reverse Integer,"Given a signed 32-bit integer, return its digits reversed, ensuring the result remains within the 32-bit signed integer range.","Math, Integers, Algorithms","Math, Integers, Algorithms","Amazon, Apple",https://leetcode.com/problems/reverse-integer,https://algo.monster/liteproblems/7
